no,time,S,N,P10,P2.5,O,C,Humi-R,W-Direc,W-Speed,A-Pres,A-Temp
260,2016/3/5 13:00,0.025,0.047,0.156,0.088,0.15,0.823,49.426,261.242,1.981,1012.966,25.811
260,2016/3/5 14:00,0.021,0.024,0.086,0.092,0.164,0.655,42.833,267.599,2.447,1012.665,25.928
260,2016/3/5 15:00,0.02,0.029,0.133,0.076,0.176,0.759,43.87,255.318,1.644,1012.719,25.89
260,2016/3/5 16:00,0.019,0.036,0.157,0.093,0.176,1.004,49.033,219.76,1.004,1012.919,25.234
260,2016/3/5 17:00,0.019,0.084,0.236,0.119,0.124,1.399,55.724,132.087,0.528,1013.698,24.1
260,2016/3/5 18:00,0.019,0.132,0.26,0.154,0.066,1.682,61.463,83.385,0.578,1014.193,22.619
260,2016/3/5 19:00,0.017,0.093,0.242,0.172,0.024,2.559,78.606,97.047,1.584,1015.814,17.312
260,2016/3/5 20:00,0.014,0.077,0.199,0.163,0.007,2.582,86.994,119.03,1.497,1017.08,13.296
260,2016/3/5 21:00,0.014,0.072,0.176,0.164,0.017,1.978,89.138,123.513,1.506,1017.902,12.474
260,2016/3/5 22:00,0.012,0.049,0.162,0.147,0.034,1.309,91.166,146.879,1.093,1018.158,11.853
260,2016/3/5 23:00,0.012,0.037,0.164,0.145,0.043,1.135,92.268,226.816,1.509,1018.231,11.491
260,2016/3/6 0:00,0.011,0.021,0.108,0.128,0.063,0.525,92.162,180.732,1.14,1018.441,11.297
260,2016/3/6 1:00,0.011,0.034,0.097,0.107,0.048,1.072,91.719,98.498,1.17,1017.685,11.489
260,2016/3/6 2:00,0.011,0.039,0.097,0.103,0.038,1.231,93.479,91.326,1.353,1016.945,11.396
260,2016/3/6 3:00,0.01,0.034,0.071,0.095,0.041,0.926,93.113,173.26,1.3,1017.693,11.097
260,2016/3/6 4:00,0.01,0.022,0.053,0.083,0.051,0.655,93.878,125.766,1.36,1018.158,10.501
260,2016/3/6 5:00,0.01,0.036,0.083,0.076,0.035,0.924,94.967,106.559,1.238,1017.899,10.351
260,2016/3/6 6:00,0.01,0.038,0.058,0.074,0.03,0.859,95.366,80.407,1.681,1017.544,10.215
260,2016/3/6 7:00,0.01,0.044,0.052,0.06,0.019,0.909,95.483,82.525,1.215,1017.905,10.274
260,2016/3/6 8:00,0.009,0.046,0.043,0.054,0.025,0.764,94.851,81.079,1.29,1017.933,10.576
260,2016/3/6 9:00,0.01,0.052,0.075,0.059,0.019,0.731,93.49,97.475,0.844,1018.313,11.154
260,2016/3/6 10:00,0.01,0.053,0.084,0.07,0.022,0.795,92.78,115.168,0.989,1018.605,11.114
260,2016/3/6 11:00,0.009,0.049,0.083,0.071,0.03,0.867,92.527,106.629,1.026,1018.611,11.062
260,2016/3/6 12:00,0.009,0.042,0.076,0.072,0.038,0.781,91.686,82.165,1.034,1018.085,11.262
260,2016/3/6 13:00,0.009,0.04,0.077,0.072,0.047,0.797,89.716,112.247,1.019,1017.178,11.596
260,2016/3/6 14:00,0.01,0.043,0.073,0.066,0.055,0.872,85.634,96.339,1.127,1016.407,12.298
260,2016/3/6 15:00,0.009,0.046,0.095,0.067,0.049,1.071,86.334,84.41,1.34,1016.134,12.046
260,2016/3/6 16:00,0.01,0.055,0.094,0.073,0.042,0.852,87.476,77.996,1.295,1016.154,11.944
260,2016/3/6 17:00,0.01,0.064,0.116,0.077,0.031,0.845,88.201,92.818,1.376,1016.039,11.863
260,2016/3/6 18:00,0.009,0.066,0.111,0.07,0.029,0.877,87.958,93.29,1.064,1016.25,11.753
260,2016/3/6 19:00,0.009,0.067,0.104,0.062,0.029,0.881,88.414,81.909,0.93,1016.295,11.573
260,2016/3/6 20:00,0.009,0.066,0.113,0.056,0.03,0.896,89.061,82.296,0.926,1016.559,11.597
260,2016/3/6 21:00,0.009,0.067,0.089,0.06,0.029,0.879,89.25,95.99,0.822,1016.829,11.769
260,2016/3/6 22:00,0.009,0.05,0.071,0.06,0.046,0.76,90.106,119.022,1.129,1016.678,11.733
260,2016/3/6 23:00,0.009,0.041,0.07,0.056,0.052,0.712,91.811,119.937,0.839,1016.199,11.477
260,2016/3/7 0:00,0.009,0.033,0.074,0.063,0.065,0.489,92.363,130.631,1.001,1016.085,11.517
260,2016/3/7 1:00,0.009,0.027,0.072,0.066,0.075,0.637,93.445,140.074,0.964,1015.344,11.347
260,2016/3/7 2:00,0.009,0.03,0.1,0.073,0.068,0.757,94.297,134.656,0.83,1014.933,11.253
260,2016/3/7 3:00,0.009,0.034,0.112,0.089,0.064,0.734,95.028,101.176,0.683,1014.413,11.289
260,2016/3/7 4:00,0.01,0.039,0.111,0.093,0.063,0.748,95.17,118.893,0.78,1014.193,11.324
260,2016/3/7 5:00,0.01,0.042,0.096,0.093,0.055,0.852,95.389,141.557,0.781,1014.148,11.133
260,2016/3/7 6:00,0.01,0.046,0.091,0.083,0.045,0.877,95.77,168.31,0.968,1014.348,10.805
260,2016/3/7 7:00,0.01,0.062,0.108,0.081,0.029,1.059,96.063,141.991,0.941,1014.866,10.964
260,2016/3/7 8:00,0.01,0.067,0.112,0.085,0.021,1.202,95.52,134.23,1.171,1014.984,11.364
260,2016/3/7 9:00,0.01,0.068,0.124,0.088,0.027,1.243,91.99,146.144,1.087,1015.023,12.681
260,2016/3/7 10:00,0.011,0.068,0.118,0.091,0.037,1.211,81.433,166.412,1.215,1014.672,15.401
260,2016/3/7 11:00,0.012,0.074,0.108,0.085,0.039,1.072,74.87,180.772,1.305,1014.159,17.155
260,2016/3/7 12:00,0.012,0.087,0.112,0.083,0.046,1.102,68.794,158.207,1.204,1013.493,19.098
260,2016/3/7 13:00,0.013,0.091,0.124,0.09,0.075,1.018,64.14,203.783,1.035,1012.595,20.588
260,2016/3/7 14:00,0.016,0.101,0.167,0.095,0.07,1.555,62.756,220.68,1.15,1012.159,21.384
260,2016/3/7 15:00,0.028,0.147,0.205,0.116,0.022,3.007,67.26,102.872,1.177,1011.948,20.228
260,2016/3/7 16:00,0.029,0.153,0.22,0.142,0.026,2.499,69.138,114.736,1.187,1011.911,19.877
260,2016/3/7 17:00,0.017,0.086,0.102,0.127,0.048,1.146,78.206,69.833,2.076,1012.8,17.315
260,2016/3/7 18:00,0.012,0.058,0.072,0.076,0.052,1.225,87.977,76.361,1.784,1013.611,14.219
260,2016/3/7 19:00,0.011,0.072,0.079,0.083,0.034,0.998,90.208,71.634,1.732,1014.109,13.596
260,2016/3/7 20:00,0.011,0.073,0.054,0.082,0.027,0.843,91.15,69.864,1.918,1014.503,12.945
260,2016/3/7 21:00,0.012,0.061,0.04,0.066,0.036,0.678,92.502,73.729,1.596,1014.725,12.495
260,2016/3/7 22:00,0.01,0.043,0.029,0.053,0.058,0.583,93.544,74.987,1.338,1014.984,12.331
260,2016/3/7 23:00,0.01,0.035,0.017,0.046,0.054,0.525,93.987,75.186,1.136,1014.961,12.339
260,2016/3/8 0:00,0.009,0.032,0.01,0.038,0.048,0.316,94.368,74.961,1.383,1014.357,12.509
260,2016/3/8 1:00,0.009,0.028,0.002,0.029,0.045,0.379,94.707,98.086,1.136,1014.576,12.564
260,2016/3/8 2:00,0.009,0.025,,0.017,0.042,0.37,95.239,71.71,1.502,1013.988,12.371
260,2016/3/8 3:00,0.009,0.028,,0.015,0.03,0.514,95.983,69.69,1.507,1013.301,11.268
260,2016/3/8 4:00,0.009,0.028,0.001,0.013,0.035,0.556,96.802,76.715,1.664,1013.172,10.922
260,2016/3/8 5:00,0.009,0.045,0.007,0.013,0.019,0.578,97.377,73.986,1.408,1013.442,11.045
260,2016/3/8 6:00,0.009,0.048,0.003,0.014,0.034,0.779,97.705,70.047,1.819,1014.03,11.227
260,2016/3/8 7:00,0.009,0.046,0.002,0.009,0.042,0.666,97.805,71.109,2.596,1014.486,11.135
260,2016/3/8 8:00,0.009,0.045,0.002,0.01,0.042,0.615,97.798,69.547,2.351,1014.598,10.87
260,2016/3/8 9:00,0.009,0.041,0.005,0.011,0.043,0.65,97.815,68.251,2.661,1014.556,10.564
260,2016/3/8 10:00,0.008,0.043,0.014,0.011,0.044,0.675,97.72,71.956,2.761,1014.604,10.016
260,2016/3/8 11:00,0.008,0.047,0.005,0.014,0.04,0.658,97.661,69.339,2.683,1014.247,9.595
260,2016/3/8 12:00,0.008,0.045,0.024,0.016,0.052,0.567,97.426,66.827,2.811,1013.515,9.028
260,2016/3/8 13:00,0.008,0.041,0.026,0.016,0.061,0.413,97.233,74.755,2.908,1012.336,8.604
260,2016/3/8 14:00,0.008,0.036,0.038,0.022,0.068,0.485,96.88,82.609,2.458,1013.076,7.773
260,2016/3/8 15:00,0.008,0.033,0.026,0.023,0.067,0.408,96.636,74.589,3.254,1012.921,6.661
260,2016/3/8 16:00,0.008,0.032,0.017,0.016,0.07,0.333,95.825,70.955,3.296,1012.122,6.858
260,2016/3/8 17:00,0.008,0.027,0.004,0.006,0.071,0.333,95.37,68.976,3.404,1013.144,6.603
260,2016/3/8 18:00,0.008,0.031,0.009,0.008,0.066,0.345,95.334,76.118,2.622,1014.179,6.341
260,2016/3/8 19:00,0.008,0.027,0.005,0.006,0.069,0.318,95.025,81.357,2.665,1015.22,6.311
260,2016/3/8 20:00,0.008,0.026,0.004,0.003,0.07,0.312,95.043,69.812,2.774,1015.586,6.168
260,2016/3/8 21:00,0.008,0.021,0.008,0.002,0.076,0.322,95.045,84.353,2.461,1016.551,6.146
260,2016/3/8 22:00,0.008,0.029,0.008,0.006,0.07,0.623,95.107,89.901,2.232,1017.474,6.168
260,2016/3/8 23:00,0.008,0.03,0.013,0.008,0.07,0.786,94.773,107.137,1.977,1017.831,5.955
260,2016/3/9 0:00,0.008,0.03,0.016,0.01,0.072,0.563,94.267,118.109,2.029,1017.949,5.489
260,2016/3/9 1:00,0.009,0.03,0.026,0.014,0.072,0.832,93.909,100.825,2.027,1018.144,5.031
260,2016/3/9 2:00,0.008,0.019,0.016,0.016,0.073,0.422,92.738,143.619,1.924,1018.738,4.818
260,2016/3/9 3:00,0.008,0.019,0.016,0.009,0.075,0.337,91.936,167.009,1.744,1019.385,4.589
260,2016/3/9 4:00,0.009,0.017,0.023,0.006,0.072,0.255,91.138,190.076,1.436,1019.953,4.903
260,2016/3/9 5:00,0.009,0.016,0.032,0.009,0.073,0.27,85.411,194.654,1.806,1021.011,5.497
260,2016/3/9 6:00,0.009,0.023,0.033,0.008,0.067,0.3,82.099,156.761,1.615,1021.785,5.598
260,2016/3/9 7:00,0.009,0.033,0.037,0.009,0.059,0.4,79.528,140.838,1.813,1021.689,5.62
260,2016/3/9 8:00,0.009,0.027,0.045,0.011,0.065,0.405,77.517,138.834,1.788,1022.798,5.904
260,2016/3/9 9:00,0.009,0.028,0.046,0.012,0.065,0.355,75.654,166.413,1.642,1023.572,6.27
260,2016/3/9 10:00,0.01,0.027,0.043,0.014,0.067,0.348,72.388,135.179,1.983,1023.746,6.411
260,2016/3/9 11:00,0.01,0.031,0.045,0.015,0.063,0.465,69.253,137.635,1.78,1023.555,6.74
260,2016/3/9 12:00,0.011,0.026,0.043,0.015,0.069,0.431,66.129,154.005,1.901,1023.31,6.836
260,2016/3/9 13:00,0.011,0.024,0.044,0.016,0.072,0.348,65.359,144.759,2.003,1022.809,6.812
260,2016/3/9 14:00,0.011,0.029,0.051,0.013,0.067,0.392,65.046,104.933,2.003,1022.885,6.621
260,2016/3/9 15:00,0.011,0.04,0.062,0.015,0.056,0.622,65.606,133.009,1.724,1022.913,6.39
260,2016/3/9 16:00,0.011,0.036,0.062,0.013,0.06,0.499,66.04,138.739,1.694,1023.487,5.979
260,2016/3/9 17:00,0.01,0.04,0.064,0.013,0.06,0.388,68.182,130.297,1.681,1023.161,5.592
260,2016/3/9 18:00,0.01,0.035,0.057,0.019,0.064,0.421,69.743,151.324,1.853,1023.527,5.218
260,2016/3/9 19:00,0.01,0.028,0.051,0.015,0.071,0.332,71.623,119.666,1.752,1024.894,4.987
260,2016/3/9 20:00,0.01,0.027,0.044,0.012,0.072,0.326,72.765,154.989,1.517,1025.981,4.856
260,2016/3/9 21:00,0.01,0.025,0.038,0.013,0.072,0.317,72.972,169.52,1.297,1026.13,4.662
260,2016/3/9 22:00,0.009,0.02,0.042,0.012,0.076,0.294,73.049,218.889,1.754,1026.197,4.435
260,2016/3/9 23:00,0.009,0.018,0.042,0.013,0.077,0.287,74.041,229.18,1.907,1026.166,4.218
260,2016/3/10 0:00,0.009,0.014,0.036,0.014,0.08,0.187,73.483,222.586,1.644,1026.425,4.102
260,2016/3/10 1:00,0.009,0.013,0.03,0.011,0.079,0.229,73.211,213.59,1.541,1027.106,3.986
260,2016/3/10 2:00,0.009,0.012,0.019,0.008,0.082,0.222,70.989,206.352,1.661,1026.704,3.755
260,2016/3/10 3:00,0.009,0.013,0.023,0.01,0.08,0.226,68.051,212.651,1.564,1026.285,3.866
260,2016/3/10 4:00,0.01,0.015,0.034,0.01,0.078,0.24,68.006,203.057,1.656,1026.695,4.047
260,2016/3/10 5:00,0.009,0.018,0.042,0.01,0.074,0.267,75.416,197.322,1.716,1027.174,3.284
260,2016/3/10 6:00,0.009,0.037,0.032,0.014,0.053,0.362,82.445,205.419,0.92,1026.822,2.682
260,2016/3/10 7:00,0.011,0.048,0.058,0.024,0.039,0.471,77.011,230.387,1.546,1027.199,3.648
260,2016/3/10 8:00,0.012,0.037,0.058,0.028,0.048,0.464,73.01,224.692,1.564,1028.291,4.183
260,2016/3/10 9:00,0.013,0.028,0.041,0.03,0.063,0.432,62.842,234.632,1.907,1027.714,4.787
260,2016/3/10 10:00,0.013,0.024,0.043,0.025,0.071,0.379,57.5,248.695,1.897,1028.15,5.141
260,2016/3/10 11:00,0.013,0.023,0.046,0.027,0.076,0.382,56.982,231.747,1.704,1027.736,5.991
260,2016/3/10 12:00,0.012,0.02,0.043,0.025,0.08,0.347,56.009,238.235,1.857,1026.749,6.391
260,2016/3/10 13:00,0.012,0.018,0.036,0.022,0.086,0.297,53.145,187.592,1.711,1026.161,6.712
260,2016/3/10 14:00,0.011,0.018,0.039,0.017,0.089,0.299,52.521,214.764,1.781,1026.172,6.868
260,2016/3/10 15:00,0.011,0.024,0.033,0.016,0.082,0.291,54.661,139.592,1.498,1026.014,6.581
260,2016/3/10 16:00,0.01,0.029,0.028,0.013,0.076,0.306,54.795,155.099,1.398,1025.958,5.885
260,2016/3/10 17:00,0.011,0.04,0.032,0.012,0.067,0.335,55.188,125.947,1.078,1026.451,5.377
260,2016/3/10 18:00,0.011,0.06,0.038,0.014,0.047,0.405,57.249,107.479,0.982,1026.878,4.585
260,2016/3/10 19:00,0.011,0.068,0.038,0.013,0.038,0.398,58.246,110.932,0.844,1027.317,4.067
260,2016/3/10 20:00,0.01,0.054,0.034,0.017,0.051,0.359,57.197,155.238,0.7,1028.082,3.813
260,2016/3/10 21:00,0.01,0.052,0.055,0.015,0.052,0.376,59.114,207.376,0.754,1028.687,3.512
260,2016/3/10 22:00,0.01,0.06,0.053,0.014,0.041,0.376,61.589,161.409,0.435,1028.352,3.075
260,2016/3/10 23:00,0.01,0.094,0.064,0.02,0.008,0.509,65.84,193.762,0.386,1027.463,2.573
260,2016/3/11 0:00,0.01,0.084,0.048,0.029,0.013,0.333,67.843,230.329,0.639,1026.475,2.292
260,2016/3/11 1:00,0.01,0.07,0.035,0.024,0.024,0.388,67.34,170.938,0.364,1026.161,2.083
260,2016/3/11 2:00,0.01,0.072,0.033,0.016,0.019,0.406,68.806,119.852,0.249,1025.885,1.822
260,2016/3/11 3:00,0.01,0.092,0.063,0.022,0.009,0.541,72.065,242.474,0.656,1025.491,1.468
260,2016/3/11 4:00,0.011,0.091,0.102,0.047,0.01,0.655,76.058,241.85,0.646,1025.311,1.183
260,2016/3/11 5:00,0.012,0.089,0.096,0.054,0.009,0.734,77.44,250.878,0.71,1025.348,1.058
260,2016/3/11 6:00,0.012,0.086,0.107,0.052,0.009,0.858,78.662,236.059,0.651,1025.598,1.128
260,2016/3/11 7:00,0.014,0.087,0.106,0.064,0.012,0.826,71.514,207.801,0.742,1026.04,2.763
260,2016/3/11 8:00,0.016,0.077,0.083,0.067,0.022,0.696,61.652,252.129,1.291,1026.158,4.687
260,2016/3/11 9:00,,0.052,0.06,0.051,,0.541,53.337,254.906,1.603,1026.476,6.332
260,2016/3/11 10:00,0.025,,0.062,0.047,0.068,,46.723,214.961,1.236,1026.436,7.873
260,2016/3/11 11:00,0.028,0.042,0.077,0.052,0.08,0.629,39.424,208.121,1.537,1025.91,9.061
260,2016/3/11 12:00,0.028,0.041,0.088,0.06,0.086,0.662,36.348,219.025,1.185,1024.647,9.973
260,2016/3/11 13:00,0.03,0.038,0.084,0.066,0.095,0.65,35.187,250.281,1.655,1023.744,10.231
260,2016/3/11 14:00,0.032,0.037,0.098,0.069,0.105,0.64,32.213,230.301,1.571,1023.085,10.395
260,2016/3/11 15:00,0.031,0.041,0.1,0.074,0.104,0.665,32.819,265.673,1.452,1022.705,10.483
260,2016/3/11 16:00,0.031,0.047,0.106,0.076,0.101,0.706,33.021,242.121,1.12,1022.654,10.307
260,2016/3/11 17:00,0.032,0.062,0.114,0.079,0.088,0.797,35.148,106.282,0.515,1022.502,9.589
260,2016/3/11 18:00,0.032,0.14,0.163,0.091,0.015,1.463,41.82,74.315,0.541,1022.469,8.6
260,2016/3/11 19:00,0.02,0.101,0.117,0.099,0.044,0.95,56.11,98.289,1.404,1022.944,7.56
260,2016/3/11 20:00,0.018,0.082,0.082,0.076,0.069,0.763,59.279,108.203,1.447,1023.344,6.837
260,2016/3/11 21:00,0.018,0.084,0.074,0.068,0.052,0.836,59.4,95.343,1.072,1023.586,6.395
260,2016/3/11 22:00,0.017,0.091,0.073,0.068,0.035,0.866,60.002,87.881,0.921,1023.431,6.094
260,2016/3/11 23:00,0.017,0.081,0.073,0.065,0.043,0.79,60.379,98.614,0.804,1023.124,5.907
260,2016/3/12 0:00,0.017,0.066,0.07,0.066,0.056,0.53,61.937,105.848,0.836,1022.865,5.724
260,2016/3/12 1:00,0.018,0.051,0.069,0.065,0.071,0.669,61.484,117.779,0.989,1022.626,5.562
260,2016/3/12 2:00,0.019,0.054,0.074,0.065,0.069,0.677,60.441,115.319,1.007,1022.066,5.379
260,2016/3/12 3:00,0.02,0.063,0.076,0.069,0.062,0.66,59.829,108.311,0.982,1021.501,5.247
260,2016/3/12 4:00,0.021,0.072,0.08,0.068,0.049,0.663,61.621,108.146,0.729,1021.413,5.127
260,2016/3/12 5:00,0.02,0.092,0.086,0.069,0.026,0.7,64.484,95.442,0.664,1021.397,4.988
260,2016/3/12 6:00,0.02,0.1,0.096,0.073,0.021,0.75,65.372,120.541,1.01,1021.481,5.322
260,2016/3/12 7:00,0.022,0.07,0.099,0.075,0.052,0.726,62.366,126.415,1.534,1021.588,6.701
260,2016/3/12 8:00,0.024,0.058,0.108,0.076,0.071,0.716,59.646,124.675,2.108,1021.517,8.028
260,2016/3/12 9:00,0.024,0.044,0.121,0.074,0.092,0.682,57.753,123.37,2.551,1021.453,9.027
260,2016/3/12 10:00,0.025,0.036,0.108,0.078,0.113,0.661,53.087,131.999,2.369,1020.994,10.183
260,2016/3/12 11:00,0.025,0.036,0.109,0.078,0.125,0.678,50.184,124.064,2.365,1021.095,11.003
260,2016/3/12 12:00,0.027,0.04,0.182,0.085,0.137,0.779,49.748,119.163,2.326,1019.914,11.733
260,2016/3/12 13:00,0.026,0.042,0.125,0.099,0.141,0.774,49.715,125.534,2.535,1018.889,11.854
260,2016/3/12 14:00,0.025,0.046,0.119,0.094,0.142,0.741,51.19,120.549,2.614,1018.138,12.064
260,2016/3/12 15:00,0.022,0.049,0.11,0.085,0.137,0.685,52.471,120.371,2.638,1017.696,11.8
260,2016/3/12 16:00,0.019,0.046,0.112,0.079,0.134,0.662,57.008,120.678,2.851,1016.734,10.638
260,2016/3/12 17:00,0.017,0.05,0.105,0.076,0.125,0.652,60.722,119.879,2.769,1017.238,9.82
260,2016/3/12 18:00,0.016,0.052,0.095,0.074,0.115,0.661,64.258,104.783,2.136,1017.922,9.187
260,2016/3/12 19:00,0.015,0.058,0.091,0.071,0.099,0.664,66.464,100.595,1.761,1018.006,8.992
260,2016/3/12 20:00,0.015,0.051,0.085,0.072,0.102,0.603,67.438,114.75,2.245,1018.518,8.939
260,2016/3/12 21:00,0.014,0.046,0.085,0.068,0.105,0.577,68.728,115.198,2.367,1018.208,8.884
260,2016/3/12 22:00,0.013,0.038,0.085,0.071,0.108,0.575,73.426,122.464,1.821,1018.732,8.62
260,2016/3/12 23:00,0.012,0.035,0.071,0.069,0.106,0.546,79.617,120.113,1.97,1018.389,8.143
260,2016/3/13 0:00,0.011,0.034,0.061,0.068,0.1,0.383,82.494,121.815,1.835,1017.919,8.174
260,2016/3/13 1:00,0.011,0.029,0.054,0.061,0.101,0.521,85.69,121.856,1.758,1017.648,8.173
260,2016/3/13 2:00,0.011,0.022,0.036,0.056,0.106,0.486,87.008,123.742,1.998,1016.503,8.167
260,2016/3/13 3:00,0.011,0.027,0.035,0.053,0.097,0.472,87.175,131.499,1.666,1015.87,8.361
260,2016/3/13 4:00,0.011,0.028,0.04,0.049,0.092,0.481,87.235,119.489,1.089,1016.402,8.604
260,2016/3/13 5:00,0.011,0.042,0.043,0.049,0.075,0.506,87.627,112.506,1.148,1016.309,8.772
260,2016/3/13 6:00,0.011,0.056,0.058,0.047,0.054,0.584,88.252,120.686,0.58,1016.633,8.899
260,2016/3/13 7:00,0.011,0.072,0.06,0.049,0.037,0.752,88.921,96.131,0.495,1017.105,9.031
260,2016/3/13 8:00,0.011,0.076,0.062,0.053,0.034,0.767,89.166,84.534,0.496,1017.387,9.225
260,2016/3/13 9:00,0.011,0.084,0.072,0.059,0.023,0.864,89.616,74.863,0.452,1017.328,9.448
260,2016/3/13 10:00,0.011,0.086,0.092,0.064,0.022,0.876,89.491,136.369,0.543,1017.395,9.698
260,2016/3/13 11:00,0.011,0.077,0.1,0.083,0.031,0.829,87.9,207.413,0.855,1017.643,9.939
260,2016/3/13 12:00,0.012,0.073,0.096,0.086,0.033,0.77,86.705,158.329,0.797,1017.57,10.178
260,2016/3/13 13:00,0.013,0.056,0.076,0.079,0.05,0.693,85.609,200.357,1.358,1017.072,10.201
260,2016/3/13 14:00,0.013,0.049,0.09,0.08,0.056,0.693,85.004,174.163,1.172,1016.908,9.942
260,2016/3/13 15:00,0.014,0.06,0.09,0.087,0.044,0.795,85.372,147.844,0.806,1017.291,9.989
260,2016/3/13 16:00,0.014,0.054,0.084,0.079,0.051,0.662,85.995,185.126,1.074,1017.668,9.808
260,2016/3/13 17:00,0.013,0.041,0.066,0.071,0.066,0.562,86.814,217.117,1.239,1017.972,9.532
260,2016/3/13 18:00,0.012,0.04,0.047,0.059,0.067,0.503,87.436,169.576,1.003,1018.614,9.483
260,2016/3/13 19:00,0.012,0.044,0.037,0.044,0.065,0.634,87.14,138.761,1.273,1019.328,9.351
260,2016/3/13 20:00,0.012,0.041,0.032,0.038,0.065,0.597,86.074,144.139,1.301,1019.843,8.906
260,2016/3/13 21:00,0.012,0.032,0.034,0.032,0.074,0.385,85.765,147.94,1.018,1020.865,8.189
260,2016/3/13 22:00,0.012,0.024,0.02,0.025,0.084,0.312,85.565,216.957,1.247,1021.689,7.647
260,2016/3/13 23:00,0.011,0.022,0.022,0.016,0.089,0.301,85.754,191.945,1.128,1021.653,7.147
260,2016/3/14 0:00,0.011,0.028,0.027,0.019,0.08,0.228,86.674,210.521,0.91,1021.607,6.85
260,2016/3/14 1:00,0.01,0.034,0.024,0.02,0.07,0.32,88.073,217.109,0.809,1021.65,6.465
260,2016/3/14 2:00,0.01,0.027,0.027,0.02,0.074,0.334,89.028,211.06,0.749,1021.458,6.036
260,2016/3/14 3:00,0.01,0.037,0.036,0.026,0.062,0.356,89.955,214.021,0.792,1021.306,5.779
260,2016/3/14 4:00,0.01,0.038,0.044,0.03,0.062,0.361,90.729,233.879,1.215,1021.442,5.926
260,2016/3/14 5:00,0.01,0.028,0.044,0.031,0.079,0.37,91.516,176.2,0.896,1021.765,5.912
260,2016/3/14 6:00,0.01,0.043,0.057,0.032,0.066,0.451,91.957,179.407,0.92,1022.153,5.985
260,2016/3/14 7:00,0.01,0.035,0.059,0.037,0.079,0.497,89.869,193.016,1.209,1022.787,6.411
260,2016/3/14 8:00,0.011,0.031,0.07,0.045,0.085,0.49,84.736,217.853,1.454,1023.347,7.236
260,2016/3/14 9:00,0.013,0.04,0.078,0.046,0.082,0.699,76.531,168.774,1.405,1023.482,9.037
260,2016/3/14 10:00,0.017,0.055,0.102,0.053,0.068,1.315,71.202,149.879,1.147,1023.521,10.658
260,2016/3/14 11:00,0.02,0.055,0.105,0.064,0.077,1.363,67.582,143.734,1.157,1023.645,11.5
260,2016/3/14 12:00,0.022,0.049,0.123,0.075,0.094,1.291,62.91,167.439,1.762,1023.274,12.139
260,2016/3/14 13:00,0.025,0.039,0.14,0.092,0.115,0.973,59.362,140.555,1.392,1022.82,12.698
260,2016/3/14 14:00,0.022,0.033,0.143,0.102,0.13,0.758,57.022,168.087,1.32,1022.775,12.852
260,2016/3/14 15:00,0.02,0.035,0.138,0.104,0.127,0.724,57.52,163.129,1.07,1022.64,12.536
260,2016/3/14 16:00,0.019,0.046,0.136,0.1,0.115,0.832,57.788,120.282,1.153,1022.376,11.839
260,2016/3/14 17:00,0.017,0.072,0.145,0.101,0.079,0.973,65.427,81.34,1.296,1022.241,10.788
260,2016/3/14 18:00,0.014,0.074,0.134,0.101,0.069,0.851,70.989,76.504,1.12,1022.097,9.677
260,2016/3/14 19:00,0.013,0.072,0.134,0.103,0.063,0.847,74.674,66.09,1.096,1022.995,8.869
260,2016/3/14 20:00,0.013,0.061,0.105,0.095,0.07,0.784,78.315,75.939,1.439,1023.307,8.036
260,2016/3/14 21:00,0.012,0.055,0.095,0.086,0.078,0.752,77.995,68.996,1.346,1023.203,7.397
260,2016/3/14 22:00,0.012,0.055,0.083,0.073,0.072,0.656,79.64,74.019,1.226,1022.93,7
260,2016/3/14 23:00,0.011,0.057,0.082,0.068,0.066,0.667,81.369,70.831,1.15,1022.469,6.759
260,2016/3/15 0:00,0.011,0.052,0.071,0.066,0.067,0.435,83.326,70.498,0.897,1022.227,6.485
260,2016/3/15 1:00,0.011,0.054,0.069,0.065,0.058,0.596,84.728,48.52,0.34,1022.373,6.212
260,2016/3/15 2:00,0.011,0.072,0.072,0.066,0.028,0.625,85.995,94.764,0.175,1022.305,5.968
260,2016/3/15 3:00,0.011,0.082,0.073,0.069,0.015,0.662,87.378,65.238,0.177,1022.252,5.484
260,2016/3/15 4:00,0.011,0.092,0.093,0.072,0.007,0.776,88.952,54.799,0.367,1022.215,5.201
260,2016/3/15 5:00,0.011,0.094,0.095,0.073,0.006,0.808,89.975,61.687,0.445,1022.3,4.991
260,2016/3/15 6:00,0.012,0.097,0.127,0.076,0.008,1.122,90.495,75.715,0.982,1022.044,5.219
260,2016/3/15 7:00,0.013,0.093,0.087,0.084,0.021,0.97,85.615,70.905,1.56,1021.903,6.746
260,2016/3/15 8:00,0.014,0.054,0.038,0.054,0.062,0.562,73.933,81.385,2.364,1021.758,8.499
260,2016/3/15 9:00,,0.038,,,,0.467,,92.093,2.07,,
260,2016/3/15 10:00,0.016,0.031,,,0.083,0.419,,86.214,1.895,,
260,2016/3/15 11:00,0.015,0.033,0.007,0.016,0.088,0.406,53.13,114.747,1.98,1021.301,12.728
260,2016/3/15 12:00,0.014,0.027,0.02,0.019,0.098,0.367,48.674,106.461,2.046,1020.417,12.894
260,2016/3/15 13:00,0.014,0.032,0.029,0.02,0.092,0.377,50.912,107.1,2.006,1019.269,13.125
